source,target,weight
156,1144,0.9158321619033813
156,1229,0.9157631397247314
156,532,0.9143972396850586
156,1128,0.9126518368721008
157,873,0.927462100982666
158,983,0.9285731315612793
158,252,0.9256750345230103
158,869,0.924519419670105
158,854,0.9224467873573303
158,285,0.9224434494972229
158,396,0.9223436713218689
158,794,0.920116662979126
159,782,0.9194338917732239
159,634,0.8978716135025024
160,161,0.9481083750724792
160,805,0.922783613204956
161,298,0.927974283695221
161,377,0.9262426495552063
161,909,0.9245561957359314
161,172,0.9241593480110168
161,419,0.9230487942695618
161,957,0.9227916598320007
162,778,0.914344310760498
162,703,0.9135693907737732
162,926,0.9067217707633972
163,183,0.940011203289032
163,236,0.9388932585716248
163,483,0.9382343888282776
163,801,0.9360986948013306
163,644,0.9359256029129028
163,717,0.9343817830085754
163,345,0.9327062964439392
163,1499,0.9322051405906677
163,379,0.9312441945075989
164,331,0.9188929796218872
164,903,0.9182500839233398
164,494,0.9140663146972656
164,967,0.9125550985336304
165,1806,0.9256075620651245
165,1111,0.9181375503540039
165,1362,0.9147090911865234
165,1453,0.9093371033668518
166,483,0.9507082104682922
166,236,0.9391859769821167
166,345,0.9261150360107422
166,688,0.9196195006370544
167,386,0.9360920786857605
167,782,0.9331588745117188
167,374,0.9165628552436829
168,341,0.9264897704124451
168,630,0.9253767132759094
168,962,0.9161137342453003
168,260,0.9155091047286987
169,496,0.9452601671218872
169,968,0.9338529706001282
169,182,0.9327927827835083
169,734,0.931610107421875
169,1883,0.9306302666664124
169,602,0.9300336241722107
169,689,0.9259939789772034
171,1436,0.9275264739990234
171,959,0.921750009059906
172,1883,0.9428246021270752
172,419,0.929091215133667
172,961,0.9233995079994202
172,304,0.9225658178329468
173,698,0.934746503829956
173,386,0.9160096049308777
173,404,0.9111006855964661
173,895,0.910484790802002
174,1274,0.9155178666114807
174,1939,0.9120613932609558
175,276,0.9422433972358704
175,585,0.9209377765655518
175,1992,0.9159864783287048
175,669,0.9132107496261597
177,965,0.9138804078102112
178,651,0.926662027835846
178,836,0.9248141646385193
178,806,0.9234341382980347
178,989,0.9232466220855713
178,619,0.922342836856842
178,187,0.9199175834655762
179,655,0.8981748819351196
179,1551,0.8981748819351196
179,1238,0.8955423831939697
180,826,0.924758791923523
180,995,0.9181589484214783
180,855,0.9163959622383118
180,884,0.9126014709472656
181,815,0.9496760964393616
181,610,0.9167855978012085
181,671,0.9097236394882202
182,541,0.935523271560669
182,520,0.9253544807434082
182,846,0.9244310259819031
183,798,0.9243316650390625
183,915,0.9199891686439514
184,741,0.9101098775863647
185,844,0.9308351278305054
185,357,0.9281772971153259
185,379,0.9262206554412842
186,704,0.9512581825256348
186,536,0.947203516960144
186,700,0.9310710430145264
186,961,0.9305453896522522
186,518,0.9281543493270874
186,419,0.9269986748695374
186,377,0.9257526397705078
186,685,0.9237684011459351
187,307,0.9161421060562134
188,1290,0.915593683719635
188,281,0.9051814675331116
189,854,0.9203067421913147
190,367,0.9270315170288086
191,357,0.9230818748474121
191,839,0.9230170845985413
192,835,0.9274373650550842
192,200,0.9240132570266724
193,432,0.9215459227561951
193,864,0.9199509620666504
193,726,0.9197391271591187
193,1719,0.9194936752319336
193,1194,0.9164600372314453
194,874,0.9243380427360535
194,370,0.9234017729759216
195,376,0.9445100426673889
195,565,0.9348285794258118
195,308,0.9340440034866333
195,904,0.9332546591758728
195,757,0.9329163432121277
195,762,0.9271087646484375
196,727,0.9320980310440063
196,762,0.9292553663253784
196,984,0.9287306070327759
196,279,0.9266467094421387
196,209,0.9257420897483826
196,422,0.9255942106246948
196,639,0.9241008162498474
197,1736,0.928715169429779
197,867,0.9220052361488342
197,1724,0.9220052361488342
198,869,0.9143579602241516
199,250,0.9421775937080383
199,463,0.92821204662323
199,961,0.9271067380905151
199,641,0.9262739419937134
199,685,0.9257236123085022
199,1696,0.9251304268836975
199,810,0.9249398112297058
200,525,0.929448127746582
200,545,0.9242481589317322
200,461,0.9238530397415161
201,1431,0.9177209734916687
202,713,0.9310469031333923
202,853,0.9088514447212219
203,1149,0.9999999403953552
203,1212,0.9306826591491699
203,272,0.9278576970100403
203,702,0.9271249175071716
203,1469,0.9263498783111572
203,1742,0.9260604381561279
203,474,0.9254170656204224
204,875,0.9255891442298889
204,580,0.9192803502082825
204,426,0.9173317551612854
204,557,0.9173204898834229
205,297,0.9372280836105347
205,827,0.928805947303772
205,863,0.916325569152832
205,530,0.915770947933197
207,965,0.9128307104110718
209,312,0.9311044812202454
209,940,0.9298496246337891
209,422,0.9266166090965271
209,802,0.9265569448471069
209,769,0.9258266091346741
210,533,0.9146394729614258
210,1728,0.9068061709403992
211,1719,0.9124195575714111
211,504,0.9090319275856018
212,654,0.9411535263061523
212,893,0.9343597888946533
212,519,0.9319941997528076
212,657,0.9319239258766174
212,240,0.931795060634613
212,651,0.9306012392044067
212,411,0.9301004409790039
212,928,0.9279530644416809
212,524,0.9275606274604797
213,612,0.9244694113731384
213,752,0.9189537763595581
213,489,0.9168952107429504
213,894,0.9086793065071106
213,650,0.9085045456886292
214,1367,0.9154482483863831
214,671,0.9087086319923401
216,676,0.9143076539039612
217,746,0.9487206339836121
217,477,0.9442337155342102
217,627,0.9272251129150391
217,960,0.9199036359786987
217,1228,0.9193137288093567
217,269,0.9193137288093567
218,270,0.9224376678466797
220,625,0.9541471004486084
220,302,0.9453878402709961
220,410,0.9417741894721985
220,613,0.9341832995414734
220,317,0.9246309399604797
220,831,0.9240542650222778
220,531,0.9239951372146606
220,494,0.92010098695755
220,1879,0.9199389815330505
221,956,0.9309156537055969
221,501,0.9197510480880737
221,1443,0.9197510480880737
221,225,0.9162066578865051
221,1200,0.9143839478492737
222,408,0.9324758052825928
222,388,0.9315769076347351
222,257,0.9280815720558167
222,414,0.927470862865448
223,771,0.9375316500663757
223,849,0.9270832538604736
223,984,0.9231608510017395
223,513,0.9215788841247559
223,988,0.9204832315444946
224,310,0.9257293939590454
225,956,0.9441288709640503
225,292,0.9272616505622864
225,627,0.9223065376281738
225,935,0.9213401079177856
225,688,0.9188280701637268
225,447,0.9170495271682739
226,755,0.9312039017677307
226,568,0.9300360083580017
226,1393,0.9239720106124878
226,361,0.9195166230201721
226,1545,0.9192515015602112
226,1157,0.9187271595001221
227,977,0.9257059097290039
227,408,0.9253111481666565
227,680,0.9219214916229248
228,324,0.9277454614639282
228,625,0.9235060811042786
228,302,0.922852098941803
228,552,0.9173297882080078
229,801,0.9327749609947205
229,491,0.9314762353897095
229,935,0.9314280152320862
229,296,0.9281563758850098
229,306,0.9275995492935181
229,906,0.9253753423690796
229,712,0.9250749349594116
229,733,0.9238311648368835
230,538,0.9391216039657593
230,491,0.938463568687439
230,696,0.9295329451560974
230,529,0.9285231232643127
230,1452,0.9285231232643127
230,431,0.9256334900856018
230,440,0.9216494560241699
231,734,0.9391329884529114
231,800,0.936477541923523
231,488,0.9335646033287048
231,958,0.9155458211898804
232,837,0.9283081293106079
232,904,0.9242941737174988
233,1672,0.9225727915763855
233,807,0.9225727915763855
234,770,0.9150368571281433
234,1835,0.9126505851745605
236,483,0.9562358260154724
236,345,0.9453989863395691
236,733,0.9415632486343384
236,491,0.9393478631973267
236,379,0.9372893571853638
236,717,0.9350913166999817
236,644,0.9338805079460144
237,995,0.9217045903205872
237,535,0.9177209138870239
237,947,0.9143818020820618
238,826,0.9140008687973022
238,454,0.9065554738044739
239,253,0.9140306711196899
239,1199,0.9140306711196899
239,973,0.9103203415870667
240,610,0.9211823344230652
240,763,0.9171913266181946
241,1876,0.9217498898506165
242,242,1.0
242,1682,0.9445096254348755
242,1691,0.9422626495361328
242,1293,0.9332275390625
242,1336,0.9317750334739685
242,1285,0.9316896200180054
242,353,0.9316896200180054
242,1593,0.9316198825836182
242,1113,0.9313964247703552
242,1908,0.9312033653259277
243,318,0.9464491009712219
243,587,0.9322316646575928
243,871,0.9263029098510742
243,271,0.9223510026931763
243,400,0.9113794565200806
244,768,0.945324718952179
245,1969,0.9272424578666687
245,582,0.9210788607597351
245,998,0.9082991480827332
247,248,0.9400022625923157
247,944,0.9332560300827026
247,565,0.930560827255249
247,405,0.9296602606773376
247,284,0.9294711351394653
247,760,0.9283799529075623
247,779,0.9255542755126953
247,688,0.9239168167114258
248,945,0.9341921210289001
248,1431,0.927742063999176
248,779,0.9255197644233704
248,452,0.9229205250740051
248,688,0.9208787083625793
249,785,0.9075548052787781
250,463,0.9247032403945923
250,803,0.9219043850898743
250,530,0.9215801954269409
250,641,0.9214362502098083
250,685,0.921119749546051
251,879,0.9284316897392273
251,710,0.9260513782501221
251,495,0.9223049283027649
251,934,0.9173998236656189
252,540,0.9271653890609741
252,489,0.9217464923858643
252,612,0.9207119345664978
253,1058,0.9173769354820251
253,614,0.916164755821228
254,825,0.9225242733955383
254,621,0.9110566973686218
254,884,0.9050543308258057
255,1474,0.909162700176239
255,1176,0.9041075110435486
256,980,0.9324321746826172
256,335,0.9287955164909363
256,765,0.9218811392784119
256,497,0.9212760329246521
256,1990,0.9191985130310059
256,996,0.9191038608551025
256,271,0.9175252914428711
257,789,0.9456836581230164
257,893,0.939866840839386
257,512,0.9357746243476868
257,866,0.9343799948692322
257,265,0.9301540851593018
257,786,0.9301272630691528
257,276,0.9277189373970032
257,561,0.9274296760559082
258,1268,0.9147024750709534
258,1972,0.9040347933769226
259,481,0.9487214684486389
259,482,0.9313229322433472
259,511,0.9192953109741211
259,880,0.916344165802002
260,519,0.9427744150161743
260,428,0.925345778465271
260,763,0.9222802519798279
262,417,0.9319251775741577
262,708,0.9280497431755066
262,929,0.9182248115539551
265,343,0.9445405602455139
265,292,0.9384139180183411
265,857,0.9353432655334473
265,675,0.9277270436286926
265,866,0.9249009490013123
265,605,0.9242491722106934
266,376,0.9388465285301208
266,388,0.935082197189331
266,553,0.9347781538963318
266,757,0.9335610866546631
266,488,0.9276568293571472
266,615,0.9275292754173279
266,739,0.9250471591949463
268,1454,0.9104925990104675
269,1228,0.9999997019767761
269,746,0.9361723065376282
269,1157,0.930938184261322
269,477,0.9292810559272766
269,1852,0.9182161092758179
269,418,0.916801393032074
269,1633,0.9152398109436035
270,402,0.9491230249404907
270,536,0.9362552165985107
270,700,0.9217772483825684
271,318,0.9272134900093079
271,999,0.9242193698883057
271,695,0.9226828813552856
271,871,0.9223989248275757
271,876,0.9219502210617065
271,1729,0.9219502210617065
272,727,0.9444493651390076
272,713,0.9395297765731812
272,541,0.9394809603691101
272,882,0.9345227479934692
272,540,0.9330008029937744
272,1149,0.9278576970100403
272,291,0.9273919463157654
273,522,0.9480637311935425
273,639,0.9413646459579468
273,846,0.9347296357154846
273,879,0.9333786368370056
273,343,0.9310917258262634
273,675,0.9262514710426331
274,293,0.9177485108375549
275,588,0.9328427910804749
275,438,0.9275470972061157
275,654,0.9201944470405579
276,450,0.9367632865905762
276,789,0.933134138584137
276,343,0.9305286407470703
276,786,0.9286243915557861
277,328,0.9338008761405945
277,820,0.9333553910255432
277,488,0.9327049851417542
277,757,0.9313182830810547
277,626,0.9298823475837708
277,326,0.9286863207817078
277,730,0.9281378984451294
277,439,0.9273993372917175
278,1416,0.9344900846481323
278,480,0.9344900846481323
278,797,0.9114735126495361
278,1066,0.9104103446006775
279,639,0.9427517652511597
279,512,0.9401386976242065
280,560,0.9476823806762695
280,561,0.9417609572410583
280,800,0.9277567863464355
281,703,0.9199265837669373
282,624,0.9386314153671265
282,369,0.9077939391136169
283,1469,0.9261274337768555
283,680,0.9207900762557983
283,830,0.9157443046569824
284,696,0.9383890628814697
284,944,0.9346111416816711
284,664,0.9303279519081116
284,821,0.9293979406356812
284,405,0.9293513298034668
