node,index,community,paper_id,title
1571,1571,25,2502.10770v1,A coupled HDG/DG method for porous media with conducting/sealing faults
1572,1572,5,2502.10665v1,b-d-Lawson: a method for the interpolation constrained rational minimax approximation
1573,1573,5,2502.10613v1,Function recovery and optimal sampling in the presence of nonuniform evaluation costs
1574,1574,7,2502.10600v1,Weighted quantization using MMD: From mean field to mean shift via gradient flows
1575,1575,24,2502.10289v1,Investigation of the Estimation Accuracy of 5 Different Numerical ODE Solvers on 3 Case Studies
1576,1576,13,2502.10199v1,On the unconventional Hug integrator
1577,1577,36,2502.10152v1,Characterization of Logarithmic Fekete Critical Configurations of at Most Six Points in All Dimensions
1578,1578,7,2502.10100v1,Statistical data analysis for Tourism in Poland in R Programming Environment
1579,1579,7,2502.10084v1,An adaptive importance sampling algorithm for risk-averse optimization
1580,1580,4,2502.10069v1,Bound preserving {P}oint-{A}verage-{M}oment {P}olynomi{A}l-interpreted ({PAMPA}) on polygonal meshes
1581,1581,6,2502.10033v1,Phi-FEM-FNO: a new approach to train a Neural Operator as a fast PDE solver for variable geometries
1582,1582,6,2502.10005v1,Discovering Polynomial and Quadratic Structure in Nonlinear Ordinary Differential Equations
1583,1583,56,2502.09984v1,Verified error bounds for the singular values of structured matrices with applications to computer-assisted proofs for differential equations
1584,1584,5,2502.09898v1,"Optimal lower Lipschitz bounds for ReLU layers, saturation, and phase retrieval"
1585,1585,9,2502.09842v1,"Efficient, Accurate, and Robust Penalty-Projection Algorithm for Parameterized Stochastic Navier-Stokes Flow Problems"
1586,1586,1,2502.09823v1,Compression Properties for large Toeplitz-like matrices
1587,1587,5,2502.09794v1,Reconstruction of frequency-localized functions from pointwise samples via least squares and deep learning
1588,1588,0,2502.09760v1,Self-consistent bounds method for dissipative PDEs
1589,1589,5,2502.09758v2,Fast Inexact Bilevel Optimization for Analytical Deep Image Priors
1590,1590,42,2502.09754v1,"Robust Adaptive Meshing, Mesh Density Functions, and Nonlocal Observations for Ensemble Based Data Assimilation"
1591,1591,7,2502.09737v1,"Adjoint of Least Squares Shadowing: Existence, Uniqueness and Coarse Domain Discretization"
1592,1592,9,2502.09550v1,A Nitsche method for incompressible fluids with general dynamic boundary conditions
1593,1593,9,2502.09537v1,Explicit and CPU/GPU parallel energy-preserving schemes for the Klein-Gordon-Schrödinger equations
1594,1594,7,2502.19430v1,A systematic literature review on the application of analytical approaches and mathematical programming in public bus transit network design and operations planning: Part II
1595,1595,7,2502.09508v1,A systematic literature review on the application of analytical approaches and mathematical programming in public bus transit network design and operations planning: Part I
1596,1596,193,2502.09429v1,Fatigue reliability analysis of offshore wind turbines under combined wind-wave excitation via DPIM
1597,1597,14,2502.09428v1,Multicontinuum Modeling of Time-Fractional Diffusion-Wave Equation in Heterogeneous Media
1598,1598,0,2502.09413v2,Analysis of harmonic average method for interface problems with discontinuous solutions and fluxes
1599,1599,9,2502.09410v1,Parameter Robust Isogeometric Methods for a Four-Field Formulation of Biot's Consolidation Model
1600,1600,15,2502.09398v1,Domain Overlapping Algorithm with Nonlinear Mapping for Collocation-Based Solutions of Eigenvalue Problems
1601,1601,9,2502.09381v1,Entropy stable reduced order modeling of nonlinear conservation laws using discontinuous Galerkin methods
1602,1602,25,2502.09371v1,An initial-corrected splitting approach for convection-diffusion-reaction problems
1603,1603,9,2502.09336v3,A finite element scheme for an optimal control problem on steady Navier-Stokes-Brinkman equations
1604,1604,1,2502.09165v2,Generalizing Reduced Rank Extrapolation to Low-Rank Matrix Sequences
1605,1605,28,2502.09159v2,An hp Multigrid Approach for Tensor-Product Space-Time Finite Element Discretizations of the Stokes Equations
1606,1606,14,2502.09025v1,Physics-based Machine Learning for Computational Fracture Mechanics
1607,1607,10,2502.08998v1,Generic Structural Stability for $2 \times 2$ Systems of Hyperbolic Conservation Laws
1608,1608,28,2502.08951v1,Asymptotic-Preserving Dynamical Low-Rank Method for the Stiff Nonlinear Boltzmann Equation
1609,1609,6,2502.08783v1,Learning Discontinuous Galerkin Solutions to Elliptic Problems via Small Linear Convolutional Neural Networks
1610,1610,46,2502.08641v2,Constructing optimal Wannier functions via potential theory: isolated single band for matrix models
1611,1611,13,2502.08571v1,Projection Methods in the Context of Nematic Crystal Flow
1612,1612,50,2502.08553v1,Comprehensive Review of Analytical and Numerical Approaches in Earth-to-Air Heat Exchangers and Exergoeconomic Evaluations
1613,1613,20,2502.08470v1,Numerical Schemes for Signature Kernels
1614,1614,24,2502.08464v1,A Dynamical Variable-separation Method for Parameter-dependent Dynamical Systems
1615,1615,28,2502.08370v1,Space-time parallel iterative solvers for the integration of parabolic problems
1616,1616,25,2502.08306v1,A posteriori error control for a finite volume scheme for a cross-diffusion model of ion transport
1617,1617,21,2502.08295v1,Learning large scale industrial physics simulations
1618,1618,31,2502.08194v1,Forward and Inverse Problems in Nonlinear Acoustics
1619,1619,4,2502.08043v1,Finite difference alternative WENO schemes with Riemann invariant-based local characteristic decompositions for compressible Euler equations
1620,1620,5,2502.08035v1,Global Convergence of ESPRIT with Preconditioned First-Order Methods for Spike Deconvolution
1621,1621,7,2502.08029v2,Understanding the Kronecker Matrix-Vector Complexity of Linear Algebra
1622,1622,1,2502.07993v1,What is a Sketch-and-Precondition Derivation for Low-Rank Approximation? Inverse Power Error or Inverse Power Estimation?
1623,1623,9,2502.07976v1,On positivity preservation of hybrid discontinuous Galerkin methods on hypergraphs
1624,1624,20,2502.07935v1,$\texttt{PrecisionLauricella}$: package for numerical computation of Lauricella functions depending on a parameter
1625,1625,21,2502.07918v2,Filtered Markovian Projection: Dimensionality Reduction in Filtering for Stochastic Reaction Networks
1626,1626,33,2502.07722v2,A BDDC Preconditioner for the Cardiac EMI Model in three Dimensions
1627,1627,1,2502.07657v1,"Private Low-Rank Approximation for Covariance Matrices, Dyson Brownian Motion, and Eigenvalue-Gap Bounds for Gaussian Perturbations"
1628,1628,21,2502.07648v1,Method of moments for Gaussian mixtures: Implementation and benchmarks
1629,1629,13,2502.07638v1,On the relation between Galerkin approximations and canonical best-approximations of solutions to some non-linear Schrödinger equations
1630,1630,13,2502.07574v1,A model reduction method for solving the eigenvalue problem of semiclassical random Schrödinger operators
1631,1631,13,2502.07569v1,Efficient finite element methods for semiclassical nonlinear Schrödinger equations with random potentials
1632,1632,8,2502.07558v1,Efficient Sparsification of Simplicial Complexes via Local Densities of States
1633,1633,19,2502.07548v1,A conservative semi-Lagrangian scheme for the ellipsoidal BGK model of the Boltzmann equation
1634,1634,9,2502.07517v1,Compact Runge-Kutta Flux Reconstruction for Hyperbolic Conservation Laws with admissibility preservation
1635,1635,8,2502.07341v1,Operator splitting algorithm for structured population models on metric spaces
1636,1636,6,2502.07325v1,Long-term simulation of physical and mechanical behaviors using curriculum-transfer-learning based physics-informed neural networks
1637,1637,5,2502.07155v1,Nonequispaced fast Fourier transforms for bandlimited functions
1638,1638,194,2502.07123v1,A nested MLMC framework for efficient simulations on FPGAs
1639,1639,1,2502.07114v1,Online Covariance Matrix Estimation in Sketched Newton Methods
1640,1640,21,2502.07093v1,Neural network-motivated regularity analysis of inverse problems and application to inverse scattering
1641,1641,9,2502.07055v1,Stable Spectral-Volume Methods
1642,1642,7,2502.07047v1,A Closed-Form Transition Density Expansion for Elliptic and Hypo-Elliptic SDEs
1643,1643,24,2502.07040v1,Robust high-order low-rank BUG integrators based on explicit Runge-Kutta methods
1644,1644,8,2502.06689v1,Neumann eigenmaps for landmark embedding
1645,1645,5,2502.06673v1,Selecting Optimal Sampling Rate for Stable Super-Resolution
1646,1646,8,2502.06595v1,Surrogate models for diffusion on graphs via sparse polynomials
1647,1647,9,2502.06455v1,Analysis of a finite element method for the Stokes--Poisson--Boltzmann equations
1648,1648,16,2502.06405v1,Hybrid Schwarz preconditioners for linear systems arising from hp-discontinuous Galerkin method
1649,1649,195,2502.06391v1,Modelization of the bonding process for a non-woven fabric: analysis and numerics
1650,1650,1,2502.06377v1,An Iterative Block Matrix Inversion (IBMI) Algorithm for Symmetric Positive Definite Matrices with Applications to Covariance Matrices
1651,1651,41,2502.06330v1,Performance Analysis of Multi-Hop Networks at Terahertz Frequencies
1652,1652,19,2502.06286v1,Stability and interpolation estimates of Hellinger-Reissner virtual element spaces
1653,1653,25,2502.06176v1,Error analysis of the space-time interface-fitted finite element method for an inverse source problem for an advection-diffusion equation with moving subdomains
1654,1654,13,2502.06158v1,Efficient numerical method for the Schrödinger equation with high-contrast potentials
1655,1655,6,2502.06026v1,A Multimodal PDE Foundation Model for Prediction and Scientific Text Descriptions
1656,1656,31,2502.05810v1,Acoustic nonlinearity parameter tomography with the Jordan-Moore-Gibson-Thompson equation in frequency domain
1657,1657,21,2502.05703v1,Subspace Splitting Fast Sampling from Gaussian Posterior Distributions of Linear Inverse Problems
1658,1658,2,2502.05692v1,Variational integrators for optimal control of foldable drones
1659,1659,29,2502.05552v1,Fourth-order compact exponential splittings for unbounded operators
1660,1660,4,2502.05507v1,Unfitted boundary algebraic equation method based on difference potentials and lattice Green's function in 3D
1661,1661,14,2502.05463v1,Learning Memory and Material Dependent Constitutive Laws
1662,1662,20,2502.05357v1,Certified algebraic curve projections by path tracking
1663,1663,1,2502.05355v1,A Characterization of the Behavior of Nonlinear GMRES on Linear Systems
1664,1664,5,2502.05297v1,Quasicyclic Principal Component Analysis
1665,1665,20,2502.05279v1,Teaching An Old Dog New Tricks: Porting Legacy Code to Heterogeneous Compute Architectures With Automated Code Translation
1666,1666,8,2502.05133v1,Data-Parallel Neural Network Training via Nonlinearly Preconditioned Trust-Region Method
1667,1667,13,2502.05101v1,A generalized Active Flux method of arbitrarily high order in two dimensions
1668,1668,7,2502.05094v1,Non-linear Quantum Monte Carlo
1669,1669,8,2502.05088v1,Nonlinear manifold approximation using compositional polynomial networks
1670,1670,8,2502.05075v1,Discrepancies are Virtue: Weak-to-Strong Generalization through Lens of Intrinsic Dimension
1671,1671,13,2502.05057v1,On modified Euler methods for McKean-Vlasov stochastic differential equations with super-linear coefficients
1672,1672,16,2502.07808v1,Asymptotic modelling of a skin effect in magnetic conductors
1673,1673,6,2502.04947v1,Enriching continuous Lagrange finite element approximation spaces using neural networks
1674,1674,27,2502.04871v1,Finite volume element method for Landau-Lifshitz equation
1675,1675,13,2502.04868v1,High-dimensional stochastic finite volumes using the tensor train format
1676,1676,25,2502.04821v1,A time-dependent inverse source problem for a semilinear pseudo-parabolic equation with Neumann boundary condition
1677,1677,16,2502.04767v2,A symmetric boundary integral formulation for time-domain acoustic-elastic scattering
1678,1678,4,2502.04717v1,Adaptive Modified Weak Galerkin Method for Obstacle Problem
1679,1679,9,2502.04703v1,"Symbolic Regression of Data-Driven Reduced Order Model Closures for Under-Resolved, Convection-Dominated Flows"
1680,1680,1,2502.04698v1,Rigorous Perturbation Bounds for the QX Decomposition for Centrosymmetric Matrices
1681,1681,196,2502.04652v1,Dual Core-EP Generalized Inverse and Decomposition
1682,1682,9,2502.04616v1,Energy dissipation law and maximum bound principle-preserving linear BDF2 schemes with variable steps for the Allen-Cahn equation
1683,1683,197,2502.04605v1,Relative Entropy Methods for Calculating Committors
1684,1684,1,2502.04589v1,PASE: A Massively Parallel Augmented Subspace Eigensolver for Large Scale Eigenvalue Problems
1685,1685,7,2502.04575v1,Complexity Analysis of Normalizing Constant Estimation: from Jarzynski Equality to Annealed Importance Sampling and beyond
1686,1686,6,2502.04562v1,Mixture of neural operator experts for learning boundary conditions and model selection
1687,1687,31,2502.04273v1,Electrical Impedance Tomography for Anisotropic Media: a Machine Learning Approach to Classify Inclusions
1688,1688,29,2502.04142v1,Numerical moment stabilization of central difference approximations for linear stationary reaction-convection-diffusion equations with applications to stationary Hamilton-Jacobi equations
1689,1689,198,2502.03937v1,Quantifying Correlations of Machine Learning Models
1690,1690,1,2502.03921v1,Two-step parameterized tensor-based iterative methods for solving $\mathcal{A}_{*M}\mathcal{X}_{*M}\mathcal{B}=\mathcal{C}$
1691,1691,9,2502.03892v1,"A class of positive-preserving,energy stable and high order numerical schemes for the Poission-Nernst-Planck system"
1692,1692,29,2502.03886v1,Adaptive Cross Approximation with a Geometrical Pivot Choice: ACA-GP Method
1693,1693,5,2502.03881v1,"Numerical Aspects of the Tensor Product Multilevel Method for High-dimensional, Kernel-based Reconstruction on Sparse Grids"
1694,1694,7,2502.03867v1,A necessary condition for the guarantee of the superiorization method
1695,1695,13,2502.03847v1,Error estimates for full discretization by an almost mass conservation technique for Cahn--Hilliard systems with dynamic boundary conditions
1696,1696,29,2502.03819v1,Interpolation and inverse problems in spectral Barron spaces
1697,1697,29,2502.03728v1,A high order correction to the Lax-Friedrich's method for approximating stationary Hamilton-Jacobi equations
1698,1698,16,2502.03713v1,A discrete Perfectly Matched Layer for peridynamic scalar waves in two-dimensional viscous media
1699,1699,19,2502.03694v2,Improved high-index saddle dynamics for finding saddle points and solution landscape
1700,1700,6,2502.03672v1,Physically consistent predictive reduced-order modeling by enhancing Operator Inference with state constraints
1701,1701,8,2502.03645v1,MNE: overparametrized neural evolution with applications to diffusion processes and sampling
1702,1702,7,2502.03644v1,"Quasi-Monte Carlo Methods: What, Why, and How?"
1703,1703,28,2502.03611v2,An Efficient Quasi-Newton Method with Tensor Product Implementation for Solving Quasi-Linear Elliptic Equations and Systems
1704,1704,4,2502.03601v1,Local L2-bounded commuting projections using discrete local problems on Alfeld splits
1705,1705,20,2502.03446v1,Cheap and stable quadrature on polyhedral elements
1706,1706,199,2502.03327v1,Is In-Context Universality Enough? MLPs are Also Universal In-Context
1707,1707,33,2502.03322v1,An efficient end-to-end computational framework for the generation of ECG calibrated volumetric models of human atrial electrophysiology
1708,1708,21,2502.03281v1,Efficient sampling approaches based on generalized Golub-Kahan methods for large-scale hierarchical Bayesian inverse problems
1709,1709,28,2502.03265v1,A time adaptive multirate Quasi-Newton waveform iteration for coupled problems
1710,1710,14,2502.03248v1,Practical Introduction to FEM with GMSH: A MATLAB/Octave Perspective
1711,1711,13,2502.03205v1,Multilevel Picard approximations for McKean-Vlasov stochastic differential equations with nonconstant diffusion
1712,1712,1,2502.03204v1,Multivariate Rational Approximation via Low-Rank Tensors and the p-AAA Algorithm
1713,1713,4,2502.03157v1,A boundary-corrected weak Galerkin mixed finite method for elliptic interface problems with curved interfaces
1714,1714,5,2502.03115v1,Comparison of 2D Regular Lattices for the CPWL Approximation of Functions
1715,1715,200,2502.03091v1,Chiral rank-$k$ truncations for the multigrid preconditioner of Wilson fermions in lattice QCD
1716,1716,21,2502.03090v2,Gaussian Processes Regression for Uncertainty Quantification: An Introductory Tutorial
1717,1717,9,2502.03070v1,The bilinear Hessian for large scale optimization
1718,1718,25,2502.03068v1,Internal layer solutions and coefficient recovery in time-periodic reaction-diffusion-advection equations
1719,1719,31,2502.03018v1,Determine the point source of the heat equation with sparse boundary measurements
1720,1720,28,2502.03008v1,An energy stable and conservative multiplicative dynamical low-rank discretization for the Su-Olson problem
1721,1721,1,2502.03006v1,An Augmented Backward-Corrected Projector Splitting Integrator for Dynamical Low-Rank Training
1722,1722,1,2502.02843v1,On Trimming Tensor-structured Measurements and Efficient Low-rank Tensor Recovery
1723,1723,1,2502.02721v1,Randomized and Inner-product Free Krylov Methods for Large-scale Inverse Problems
1724,1724,33,2502.02718v1,Parametric Reduced Order Models for the Generalized Kuramoto--Sivashinsky Equations
1725,1725,28,2502.02704v1,A Parareal in time numerical method for the collisional Vlasov equation in the hyperbolic scaling
1726,1726,13,2502.02473v1,Parareal Algorithms for Stochastic Maxwell Equations Driven by Multiplicative Noise
1727,1727,5,2502.02303v1,Iterative Refinement and Flexible Iteratively Reweighed Solvers for Linear Inverse Problems with Sparse Solutions
1728,1728,2,2502.02266v1,Integrability of weak mixed first-order derivatives and convergence rates of scrambled digital nets
1729,1729,25,2502.02263v1,Asymptotic solution for three-dimensional reaction-diffusion-advection equation with periodic boundary conditions
1730,1730,201,2502.02146v1,Inf-sup condition for Stokes with outflow condition
1731,1731,15,2502.02113v1,Mathematical analysis and numerical simulation of coupled nonlinear space-fractional Ginzburg-Landau equations
1732,1732,13,2502.02089v1,Implicit integration factor method coupled with Padé approximation strategy for nonlocal Allen-Cahn equation
1733,1733,51,2502.02086v1,"Cyclic behavior of masonry barrel vaults strengthened through Composite Reinforced Mortar, considering the role of the connection with the abutments"
1734,1734,6,2502.01938v1,A Kolmogorov High Order Deep Neural Network for High Frequency Partial Differential Equations in High Dimensions
1735,1735,1,2502.01888v1,Randomized block-Krylov subspace methods for low-rank approximation of matrix functions
1736,1736,33,2502.01859v1,Fully discrete analysis of the Galerkin POD neural network approximation with application to 3D acoustic wave scattering
1737,1737,9,2502.01851v1,Robust virtual element methods for 3D stress-assisted diffusion problems
1738,1738,4,2502.01799v1,Strictly equivalent a~posteriori error estimators for quasi-optimal nonconforming methods
1739,1739,5,2502.01418v1,Assessing the use of Diffusion models for motion artifact correction in brain MRI
1740,1740,15,2502.01413v1,Numerical reconstruction of orders in coupled systems of subdiffusion equations
1741,1741,21,2502.01397v1,Can message-passing GNN approximate triangular factorizations of sparse matrices?
1742,1742,2,2502.01374v1,Towards Stable Second-Kind Boundary Integral Equations for Transient Wave Problems
1743,1743,202,2502.01368v1,A hybrid-dimensional Stokes--Brinkman--Darcy model for arbitrary flows to the fluid--porous interface
1744,1744,8,2502.01358v1,Diffusion at Absolute Zero: Langevin Sampling Using Successive Moreau Envelopes
1745,1745,1,2502.01293v1,TT-LSQR For Tensor Least Squares Problems and Application to Data Mining *
1746,1746,4,2502.01148v1,A Discontinuous Galerkin Method for H(curl)-Elliptic Hemivariational Inequalities
1747,1747,28,2502.01130v1,Improved monolithic multigrid methods for high-order Taylor-Hood discretizations
1748,1748,203,2502.00953v1,Partitioned solution strategies for coupled BEM-FEM acoustic fluid-structure interaction problems
1749,1749,14,2502.00920v2,Extending the Lattice Boltzmann Method to Non-linear Solid Mechanics
1750,1750,204,2502.00918v1,Equilibrium Moment Analysis of Itô SDEs
1751,1751,1,2502.00882v1,Worth Their Weight: Randomized and Regularized Block Kaczmarz Algorithms without Preprocessing
1752,1752,205,2502.00778v1,An Efficient Implementation of Edge-Based Discretization without Forming Dual Control Volumes
1753,1753,16,2502.07799v2,Simultaneous spatial-parametric collocation approximation for parametric PDEs with log-normal random inputs
1754,1754,7,2502.00655v1,Parameter Choices for Sparse Multi-Parameter Regularization with the $\ell_1$ Norm
1755,1755,52,2502.00614v1,A coupled finite and boundary spectral element method for linear water-wave propagation problems
1756,1756,4,2502.00609v1,Normal-normal continuous symmetric stress approximation in three-dimensional linear elasticity
1757,1757,6,2502.00550v1,Muti-Fidelity Prediction and Uncertainty Quantification with Laplace Neural Operators for Parametric Partial Differential Equations
1758,1758,52,2502.00540v1,Boundary element formulation of the Mild-Slope Equation for harmonic water waves propagating over unidirectional variable bathymetries
1759,1759,1,2502.00533v1,Anderson acceleration of a Picard solver for the Oldroyd-B model of viscoelastic fluids
1760,1760,15,2502.00503v2,A Novel Approach to the Initial Value Problem with a complete validated algorithm
1761,1761,6,2502.00488v2,Learn Sharp Interface Solution by Homotopy Dynamics
1762,1762,28,2502.00452v1,Mass lumping and stabilization for immersogeometric analysis
1763,1763,13,2502.00393v1,The multi-index Monte Carlo method for semilinear stochastic partial differential equations
1764,1764,6,2502.00318v1,Sub-Sequential Physics-Informed Learning with State Space Model
1765,1765,206,2502.00303v2,Representation of solutions of the one-dimensional Dirac equation in terms of Neumann series of Bessel functions
1766,1766,6,2502.00280v1,On the study of frequency control and spectral bias in Wavelet-Based Kolmogorov Arnold networks: A path to physics-informed KANs
1767,1767,8,2502.00234v1,Fast Solvers for Discrete Diffusion Models: Theory and Applications of High-Order Algorithms
1768,1768,4,2502.00163v1,Multipoint stress mixed finite element methods for elasticity on cuboid grids
1769,1769,21,2502.00150v1,Optimal sensor placement under model uncertainty in the weak-constraint 4D-Var framework
1770,1770,7,2501.19214v1,A single-loop SPIDER-type stochastic subgradient method for expectation-constrained nonconvex nonsmooth optimization
1771,1771,7,2501.19210v1,Convergence of the micro-macro Parareal Method for a Linear Scale-Separated Ornstein-Uhlenbeck SDE: extended version
1772,1772,9,2501.19170v1,Polytopal discontinuous Galerkin methods for low-frequency poroelasticity coupled to unsteady Stokes flow
1773,1773,28,2501.19013v1,On the efficiency of explicit and semi-explicit immersed boundary finite element methods for wave propagation problems
1774,1774,6,2501.18972v1,BCAT: A Block Causal Transformer for PDE Foundation Models for Fluid Dynamics
1775,1775,207,2501.18939v1,Simple numerical scheme for solving the impregnation equations in a porous pellet
1776,1776,8,2501.18745v1,A deterministic particle method for the porous media equation
1777,1777,1,2501.18717v1,Preconditioning without a preconditioner: faster ridge-regression and Gaussian sampling with randomized block Krylov subspace methods
1778,1778,6,2501.18715v2,chebgreen: Learning and Interpolating Continuous Empirical Green's Functions from Data
1779,1779,6,2501.18708v1,Combining physics-based and data-driven models: advancing the frontiers of research with Scientific Machine Learning
1780,1780,208,2501.18575v1,Comparison of lubrication theory and Stokes flow models in step bearings with flow separation
1781,1781,4,2501.18503v1,New complementarity formulations for root-finding and optimization of piecewise-affine functions in abs-normal form
1782,1782,7,2501.18471v1,Computing AD-compatible subgradients of convex relaxations of implicit functions
1783,1783,0,2501.18428v1,Convergence of a semi-explicit scheme for a one dimensional periodic nonlocal eikonal equation modeling dislocation dynamics
1784,1784,15,2501.18395v1,Exponential quadrature rules for problems with time-dependent fractional source
1785,1785,31,2501.18307v1,Finite element discretization of nonlinear models of ultrasound heating
1786,1786,16,2501.18305v2,A hybrid two-level weighted Schwartz method for time-harmonic Maxwell equations
1787,1787,13,2501.18240v1,Numerical approximation of Cahn-Hilliard type nonlinear SPDEs with additive space-time white noise
1788,1788,25,2501.18228v1,Inverse source problem of sub-diffusion of variable exponent
1789,1789,20,2501.18065v1,High order-accurate solution of scattering integral equations with unbounded solutions at corners
1790,1790,1,2501.18035v1,"Collect, Commit, Expand: Efficient CPQR-Based Column Selection for Extremely Wide Matrices"
1791,1791,23,2501.18013v1,A comprehensive numerical investigation of a coupled mathematical model of neuronal excitability
1792,1792,4,2501.17967v1,"A fully adaptive, high-order, fast Poisson solver for complex two-dimensional geometries"
1793,1793,23,2501.17956v3,The Numerical Approximation of Caputo Fractional Derivative of Higher Orders Using A Shifted Gegenbauer Pseudospectral Method: Two-Point Boundary Value Problems of the Bagley Torvik Type Case Study
1794,1794,4,2501.17853v1,Enriched Immersed Finite Element and Isogeometric Analysis -- Algorithms and Data Structures
1795,1795,209,2501.17754v1,Analysis of the navigation of magnetic microrobots through cerebral bifurcations
1796,1796,1,2501.17696v1,An efficient algorithm for the minimal least squares solution of linear system with indefinite symmetric matrices
1797,1797,20,2501.17656v1,H2-MG: A multigrid method for hierarchical rank structured matrices
1798,1798,4,2501.17590v1,High Order Extrapolation Techniques for WENO Finite-Difference Schemes Applied to NACA Airfoil Profiles
1799,1799,4,2502.07798v1,High Order in Space and Time Schemes Through an Approximate Lax-Wendroff Procedure
1800,1800,15,2501.17478v1,Approximate Taylor methods for ODEs
1801,1801,6,2501.17438v1,Unfitted finite element interpolated neural networks
1802,1802,15,2501.17390v1,Fractional coupled Halanay inequality and its applications
1803,1803,28,2501.17301v1,Moment-based adaptive time integration for thermal radiation transport
1804,1804,8,2501.17143v2,Approximation of High-Dimensional Gibbs Distributions with Functional Hierarchical Tensors
1805,1805,24,2501.17122v2,Convergence of two-timescale gradient descent ascent dynamics: finite-dimensional and mean-field perspectives
1806,1806,6,2501.17110v2,Solving Roughly Forced Nonlinear PDEs via Misspecified Kernel Methods and Neural Networks
1807,1807,4,2501.17108v1,An Approximate Lax-Wendroff-Type Procedure for High Order Accurate Schemes for Hyperbolic Conservation Laws
1808,1808,4,2501.17106v1,High Order Weighted Extrapolation for Boundary Conditions for Finite Difference Methods on Complex Domains with Cartesian Meshes
1809,1809,4,2501.17103v1,High Order Boundary Extrapolation Technique for Finite Difference Methods on Complex Domains with Cartesian Meshes
1810,1810,5,2501.17019v1,Adaptive multipliers for extrapolation in frequency
1811,1811,28,2501.16991v1,Time-splitting methods for the cold-plasma model using Finite Element Exterior Calculus
1812,1812,14,2501.16968v1,AT1 fourth-order isogeometric phase-field modeling of brittle fracture
1813,1813,210,2502.07797v2,A combined Lax-Wendroff/interpolation approach with finite element method for a three-dimensional system of tectonic deformation model: application to landslides in Cameroon
1814,1814,13,2501.16913v1,Stochastic multisymplectic PDEs and their structure-preserving numerical methods
1815,1815,24,2501.16895v1,Scalable higher-order nonlinear solvers via higher-order automatic differentiation
1816,1816,9,2501.16882v1,Hybridized Augmented Lagrangian Methods for Contact Problems
1817,1817,1,2501.16876v1,Finding the nearest $Ω$-stable pencil with Riemannian optimization
1818,1818,211,2501.16850v1,Guaranteed upper bounds for iteration errors and modified Kacanov schemes via discrete duality
1819,1819,16,2501.16696v1,Fourier Analysis of Finite Difference Schemes for the Helmholtz Equation: Sharp Estimates and Relative Errors
1820,1820,4,2501.16660v1,A structure-preserving parametric finite element method with optimal energy stability condition for anisotropic surface diffusion
1821,1821,4,2501.16594v1,Gradient-penalty stabilization of sharp and diffuse interface formulations in unfitted Nitsche finite element methods
1822,1822,1,2501.16578v1,Comparison theorems for the minimum eigenvalue of a random positive-semidefinite matrix
1823,1823,9,2501.16529v1,An artificial viscosity approach to high order entropy stable discontinuous Galerkin methods
1824,1824,4,2501.16248v1,Nodal AMG Coarsening and Interpolation for PDE Systems
1825,1825,53,2501.16194v1,3D image based stochastic micro-structure modelling of foams for simulating elasticity
1826,1826,0,2501.16116v1,Uniform Poincaré inequalities for the discrete de Rham complex of differential forms
1827,1827,23,2501.16115v1,The Lax-Friedrichs method in one-dimensional hemodynamics
1828,1828,212,2501.16099v1,An Air-Gap Element for the Isogeometric Space-Time-Simulation of Electric Machines
1829,1829,15,2501.16096v3,A New Approach for Fourier Extension Based on Weighted Generalized Inverse
1830,1830,4,2502.07795v1,Stabilizer-free Weak Galerkin Methods for Quad-Curl Problems on polyhedral Meshes without Convexity Assumptions
1831,1831,8,2501.16055v1,Random Reshuffling for Stochastic Gradient Langevin Dynamics
1832,1832,6,2501.15987v1,MultiPDENet: PDE-embedded Learning with Multi-time-stepping for Accelerated Flow Simulation
1833,1833,16,2501.15976v2,Two-level hybrid Schwarz preconditioners with piecewise-polynomial coarse spaces for the high-frequency Helmholtz equation
1834,1834,34,2501.15967v1,Multi-fidelity and multi-level Monte Carlo methods for kinetic models of traffic flow
1835,1835,14,2501.15959v1,Kinematically incompatible Föppl-von Kármán plates: analysis and numerics
1836,1836,9,2501.15954v1,Pressure robust finite element discretizations of the nonlinear Stokes equations
1837,1837,27,2501.15943v1,Integral Transform Solution of Random Coupled Parabolic Partial Differential Models
1838,1838,31,2501.15887v1,A monotonicity-based globalization of the level-set method for inclusion detection
1839,1839,8,2501.15646v1,Mathematical analysis of the gradients in deep learning
1840,1840,7,2501.15527v1,Randomised Euler-Maruyama method for SDEs with Hölder continuous drift coefficient
1841,1841,23,2501.15335v2,A numerical scheme for a multi-scale model of thrombus in arteries
1842,1842,54,2501.15333v3,Convexification With Viscosity Term for an Inverse Problem of Tikhonov
1843,1843,7,2501.15331v1,$L_2$-approximation using median lattice algorithms
1844,1844,28,2501.15314v1,The immersed boundary method: an accelerated SIMPLE approach for moving bodies
1845,1845,7,2502.00037v1,Super Quantum Mechanics
1846,1846,9,2501.15292v1,Parameter-Robust Preconditioners for A Four-Field Thermo-Poroelasticity Model
1847,1847,31,2501.15186v1,An Iterative Deep Ritz Method for Monotone Elliptic Problems
1848,1848,4,2501.15168v1,Stabilization-Free H(curl) and H(div)-Conforming Virtual Element Method
1849,1849,7,2501.15152v1,Uniform-in-time error estimate of random batch method with replacement for the Cucker-Smale model
1850,1850,20,2501.15126v1,Fully-Automated Code Generation for Efficient Computation of Sparse Matrix Permanents on GPUs
