index,id,title,authors,field,field_multi,is_AP,is_NA,community,four
1512,2502.14396v1,Fully spectral scheme for the linear BGK equation on the whole space,Bastien Grosse,,,0,1,188,NA-only
1513,2502.14284v1,An efficient and accurate semi-implicit time integration scheme for dynamics in nearly- and fully-incompressible hyperelastic solids,Edward M. Terrell; Boyce E. Griffith,,,0,1,14,NA-only
1514,2503.05742v1,Adaptive SIPG method for approximations of boundary control problems governed by parabolic PDEs,Ram Manohar; B. V. Rathish Kumar; Kedarnath Buda; Rajen Kumar Sinha,,,0,1,189,NA-only
1515,2502.14213v1,Asynchronous Stochastic Block Projection Algorithm for Solving Linear Systems under Predefined Communication Patterns,Yanchen Yin; Yongli Wang,,,0,1,1,NA-only
1516,2502.14206v1,Adaptive Mesh Refinement for Variational Inequalities,Giuliano Stefano Fochesatto,,,0,1,4,NA-only
1517,2502.14152v1,Retraction maps: A seed of geometric integrators. Part II: Symmetry and reduction,María Barbero Liñán; Juan Carlos Marrero; David Martín de Diego,,,0,1,2,NA-only
1518,2502.13869v2,Variable aggregation for nonlinear optimization problems,Sakshi Naik; Lorenz Biegler; Russell Bent; Robert Parker,,,0,1,7,NA-only
1519,2502.13831v1,Linearized Localized Orthogonal Decomposition for Quasilinear Nonmonotone Elliptic PDE,Maher Khrais; Barbara Verfürth,,,0,1,4,NA-only
1520,2502.13768v1,"Rationally presented metric spaces and complexity, the case of the space of uniformly continuous real functions on a compact interval",Henri Lombardi; Salah Labhalla; E. Moutai,,,0,1,5,NA-only
1521,2502.13700v1,A dynamic domain semi-Lagrangian method for stochastic Vlasov equations,Jianbo Cui; Derui Sheng; Chenhui Zhang; Tau Zhou,,,0,1,7,NA-only
1522,2502.13694v1,Natural damping of time-harmonic waves and its influence on Schwarz methods,Martin J. Gander; Hui Zhang,,,0,1,190,NA-only
1523,2502.13675v1,A CFL condition for the finite cell method,Tim Bürchner; Lars Radtke; Philipp Kopp,,,0,1,28,NA-only
1524,2502.13655v1,A quasi-optimal space-time FEM with local mesh refinements for parabolic problems,Lars Diening; Rob Stevenson; Johannes Storn,,,0,1,28,NA-only
1525,2502.13588v1,A Two-Step Formulation of Maxwell's Equations Using Generalized Tree-Cotree Gauges for Low-Frequency-Stability,Leon Herles; Mario Mally; Jörg Ostrowski; Sebastian Schöps; Melina Merkel,,,0,1,27,NA-only
1526,2502.13583v1,Fundamental Bias in Inverting Random Sampling Matrices with Application to Sub-sampled Newton,Chengmei Niu; Zhenyu Liao; Zenan Ling; Michael W. Mahoney,,,0,1,1,NA-only
1527,2502.13445v1,Efficient Iterative Decoupling Methods for Thermo-Poroelasticity Based on a Four-Field Formulation,Mingchao Cai; Jingzhi Li; Ziliang Li; Qiang Liu,,,0,1,9,NA-only
1528,2502.13432v1,Brief introduction in greedy approximation,V. Temlyakov,,,0,1,5,NA-only
1529,2502.13381v1,Efficient space-time discretizations for tracking the boundaries of reachable sets,Janosch Rieger; Kyria Wawryk,,,0,1,191,NA-only
1530,2502.13378v1,A universal preprocessing algorithm of average kernel method with Gauss-Laguerre quadrature for double integrals,Kejun Pan; Mingliang Xie,,,0,1,20,NA-only
1531,2502.13370v1,Quantum Recurrent Neural Networks with Encoder-Decoder for Time-Dependent Partial Differential Equations,Yuan Chen; Abdul Khaliq; Khaled M. Furati,,,0,1,8,NA-only
1532,2502.19436v1,Multiscale numerical methods for isothermal fluid models of confined plasmas,Chang Yang; Fabrice Deluzet,AP_NA,AP;NA,1,1,27,AP+NA
1533,2502.13105v1,Enhanced uncertainty quantification variational autoencoders for the solution of Bayesian inverse problems,Andrea Tonini; Luca Dede',,,0,1,21,NA-only
1534,2502.13038v1,How far are two symmetric matrices from commuting? With an application to object characterisation and identification in metal detection,P. D. Ledger; W. R. B. Lionheart; J. Elgy,,,0,1,31,NA-only
1535,2502.12984v1,On Erlang mixture approximations for differential equations with distributed time delays,Tobias K. S. Ritschel,,,0,1,15,NA-only
